--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./recog/demo_korean/9th/pre\test_029.png	12-헥                     	
./recog/demo_korean/9th/pre\test_030.png	부                        	
./recog/demo_korean/9th/pre\test_031.png	산다이올                     	
./recog/demo_korean/9th/pre\test_032.png	슬비탄아이소스테아레이트             	
./recog/demo_korean/9th/pre\test_033.png	프로판다이올                   	
./recog/demo_korean/9th/pre\test_034.png	트라이소듐이디                  	
./recog/demo_korean/9th/pre\test_035.png	티에이                      	
./recog/demo_korean/9th/pre\test_036.png	한전초추출물                   	
./recog/demo_korean/9th/pre\test_037.png	헥실신남알                    	
./recog/demo_korean/9th/pre\test_038.png	페닐프로판올                   	
./recog/demo_korean/9th/pre\test_039.png	토코페롤                     	
./recog/demo_korean/9th/pre\test_040.png	스타아니스추출물                 	
./recog/demo_korean/9th/pre\test_041.png	제라니올                     	
./recog/demo_korean/9th/pre\test_042.png	시트로넬                     	
./recog/demo_korean/9th/pre\test_043.png	향                        	
./recog/demo_korean/9th/pre\test_044.png	halet                    	
./recog/demo_korean/9th/pre\test_045.png	리날롤                      	
./recog/demo_korean/9th/pre\test_046.png	시트릴                      	
./recog/demo_korean/9th/pre\test_047.png	리모년                      	
./recog/demo_korean/9th/pre\test_048.png	벤질벤조에이트                  	
./recog/demo_korean/9th/pre\test_049.png	용량                       	
./recog/demo_korean/9th/pre\test_050.png	150                      	
./recog/demo_korean/9th/pre\test_051.png	ml                       	
./recog/demo_korean/9th/pre\test_052.png	/                        	
./recog/demo_korean/9th/pre\test_053.png	501l                     	
./recog/demo_korean/9th/pre\test_054.png	o2                       	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_005.png	소듐메틸코코일타우레이트             	
./recog/demo_korean/9th/pre\combined_008.png	포타슘코코코일글리시네이트            	
./recog/demo_korean/9th/pre\combined_015.png	67포타사카라                  	
./recog/demo_korean/9th/pre\combined_017.png	소코코하이트이드하이드루리레이트         	
./recog/demo_korean/9th/pre\combined_021.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\combined_027.png	부틸로아이프로라트라라라이리리라이이이이     	
./recog/demo_korean/9th/pre\combined_030.png	콜에틸헥실                    	
./recog/demo_korean/9th/pre\combined_034.png	베타글루칸글리세린                	
./recog/demo_korean/9th/pre\combined_040.png	하이드릴아즈프하이드아알루로로로이이       	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	소듐코코일이세티오네이트             	
./recog/demo_korean/9th/pre\test_003.png	글리세린                     	
./recog/demo_korean/9th/pre\test_004.png	소듐                       	
./recog/demo_korean/9th/pre\test_005.png	메틸코일일타우레이트               	
./recog/demo_korean/9th/pre\test_006.png	코코-베타인                   	
./recog/demo_korean/9th/pre\test_007.png	포타슘코코일글리시네               	
./recog/demo_korean/9th/pre\test_008.png	이트                       	
./recog/demo_korean/9th/pre\test_009.png	포타슘벤조에이트                 	
./recog/demo_korean/9th/pre\test_010.png	소듐클로라이드                  	
./recog/demo_korean/9th/pre\test_011.png	폴리퀴터늄                    	
./recog/demo_korean/9th/pre\test_012.png	67포타                     	
./recog/demo_korean/9th/pre\test_013.png	시트릭애씨드                   	
./recog/demo_korean/9th/pre\test_014.png	프록도올리/사카라이드              	
./recog/demo_korean/9th/pre\test_015.png	사카라                      	
./recog/demo_korean/9th/pre\test_016.png	슘코코에이트                   	
./recog/demo_korean/9th/pre\test_017.png	이드하이드롤리세이트               	
./recog/demo_korean/9th/pre\test_018.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_019.png	풀루란                      	
./recog/demo_korean/9th/pre\test_020.png	12-헥산                    	
./recog/demo_korean/9th/pre\test_021.png	다이올                      	
./recog/demo_korean/9th/pre\test_022.png	알란토인                     	
./recog/demo_korean/9th/pre\test_023.png	판테놀                      	
./recog/demo_korean/9th/pre\test_024.png	해수                       	
./recog/demo_korean/9th/pre\test_025.png	소듐아세테이트                  	
./recog/demo_korean/9th/pre\test_026.png	부틸렌글라이                   	
./recog/demo_korean/9th/pre\test_027.png	카파릴릭/프릭트라라글라라리세드드드드      	
./recog/demo_korean/9th/pre\test_028.png	콜                        	
./recog/demo_korean/9th/pre\test_029.png	마트리카리아꽃오일                	
./recog/demo_korean/9th/pre\test_030.png	에틸헥실                     	
./recog/demo_korean/9th/pre\test_031.png	베타글루칸                    	
./recog/demo_korean/9th/pre\test_032.png	포스파티틸콜린                  	
./recog/demo_korean/9th/pre\test_033.png	하이알루-아씨드                 	
./recog/demo_korean/9th/pre\test_034.png	글리세린                     	
./recog/demo_korean/9th/pre\test_035.png	세라마이드엔피                  	
./recog/demo_korean/9th/pre\test_036.png	글라이신                     	
./recog/demo_korean/9th/pre\test_037.png	하이드롤라이즈드하이               	
./recog/demo_korean/9th/pre\test_038.png	글루타및애씨드                  	
./recog/demo_korean/9th/pre\test_039.png	세린                       	
./recog/demo_korean/9th/pre\test_040.png	소듐하이알루로네이                	
./recog/demo_korean/9th/pre\test_041.png	알루로닐애씨드                  	
./recog/demo_korean/9th/pre\test_042.png	프롤린                      	
./recog/demo_korean/9th/pre\test_043.png	트라이신                     	
./recog/demo_korean/9th/pre\test_044.png	알라닌                      	
./recog/demo_korean/9th/pre\test_045.png	알지닌                      	
./recog/demo_korean/9th/pre\test_046.png	트레오닌                     	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_009.png	틸이피티레레이트라트라이이이이아이이이이트    	
./recog/demo_korean/9th/pre\combined_016.png	포타음코코일로리사스스톨루루루이이        	
./recog/demo_korean/9th/pre\combined_018.png	에틸헥실고2헥산                 	
./recog/demo_korean/9th/pre\combined_020.png	67포타사카라                  	
./recog/demo_korean/9th/pre\combined_022.png	소듐이트                     	
./recog/demo_korean/9th/pre\combined_024.png	소코코하이트이드하이드루리레이트         	
./recog/demo_korean/9th/pre\combined_028.png	콜글리세린                    	
./recog/demo_korean/9th/pre\combined_032.png	다이올베타글루루간                	
./recog/demo_korean/9th/pre\combined_041.png	소듐하이알루로로이이루루네이드드드드드드드드드  	
./recog/demo_korean/9th/pre\test_001.png	메틸코일일타우레이트               	
./recog/demo_korean/9th/pre\test_002.png	포타슘벤조에이트                 	
./recog/demo_korean/9th/pre\test_003.png	정제수                      	
./recog/demo_korean/9th/pre\test_004.png	시트릭애씨드                   	
./recog/demo_korean/9th/pre\test_005.png	소듐코코일이세티오네이트             	
./recog/demo_korean/9th/pre\test_006.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_007.png	코코-베타인                   	
./recog/demo_korean/9th/pre\test_008.png	소듐클로라이드                  	
./recog/demo_korean/9th/pre\test_009.png	카파릴릭/프릭트라라글라라리세드드드드      	
./recog/demo_korean/9th/pre\test_010.png	프록도올리/사카라이드              	
./recog/demo_korean/9th/pre\test_011.png	소듐아세테이트                  	
./recog/demo_korean/9th/pre\test_012.png	포타슘코코일글리시네               	
./recog/demo_korean/9th/pre\test_013.png	폴리퀴터늄                    	
./recog/demo_korean/9th/pre\test_014.png	풀루란                      	
./recog/demo_korean/9th/pre\test_015.png	글리세린                     	
./recog/demo_korean/9th/pre\test_016.png	부틸렌글라이                   	
./recog/demo_korean/9th/pre\test_017.png	에틸헥실                     	
./recog/demo_korean/9th/pre\test_018.png	12-헥산                    	
./recog/demo_korean/9th/pre\test_019.png	67포타                     	
./recog/demo_korean/9th/pre\test_020.png	사카라                      	
./recog/demo_korean/9th/pre\test_021.png	소듐                       	
./recog/demo_korean/9th/pre\test_022.png	이트                       	
./recog/demo_korean/9th/pre\test_023.png	슘코코에이트                   	
./recog/demo_korean/9th/pre\test_024.png	이드하이드롤리세이트               	
./recog/demo_korean/9th/pre\test_025.png	해수                       	
./recog/demo_korean/9th/pre\test_026.png	판테놀                      	
./recog/demo_korean/9th/pre\test_027.png	콜                        	
./recog/demo_korean/9th/pre\test_028.png	글리세린                     	
./recog/demo_korean/9th/pre\test_029.png	다이올                      	
./recog/demo_korean/9th/pre\test_030.png	알란토인                     	
./recog/demo_korean/9th/pre\test_031.png	마트리카리아꽃오일                	
./recog/demo_korean/9th/pre\test_032.png	베타글루칸                    	
./recog/demo_korean/9th/pre\test_033.png	포스파티틸콜린                  	
./recog/demo_korean/9th/pre\test_034.png	트라이신                     	
./recog/demo_korean/9th/pre\test_035.png	글라이신                     	
./recog/demo_korean/9th/pre\test_036.png	하이알루-아씨드                 	
./recog/demo_korean/9th/pre\test_037.png	소듐하이알루로네이                	
./recog/demo_korean/9th/pre\test_038.png	세린                       	
./recog/demo_korean/9th/pre\test_039.png	알지닌                      	
./recog/demo_korean/9th/pre\test_040.png	세라마이드엔피                  	
./recog/demo_korean/9th/pre\test_041.png	알루로닐애씨드                  	
./recog/demo_korean/9th/pre\test_042.png	하이드롤라이즈드하이               	
./recog/demo_korean/9th/pre\test_043.png	글루타및애씨드                  	
./recog/demo_korean/9th/pre\test_044.png	알라닌                      	
./recog/demo_korean/9th/pre\test_045.png	프롤린                      	
./recog/demo_korean/9th/pre\test_046.png	트레오닌                     	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_005.png	소듐메틸코코일타우레이트             	
./recog/demo_korean/9th/pre\combined_008.png	포타슘코코코일글리시네이트            	
./recog/demo_korean/9th/pre\combined_015.png	67포타사카라                  	
./recog/demo_korean/9th/pre\combined_017.png	소코코하이트이드하이드루리레이트         	
./recog/demo_korean/9th/pre\combined_021.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\combined_027.png	부틸로아이프로라트라라라이리리라이이이이     	
./recog/demo_korean/9th/pre\combined_030.png	콜에틸헥실                    	
./recog/demo_korean/9th/pre\combined_034.png	베타글루칸글리세린                	
./recog/demo_korean/9th/pre\combined_040.png	하이드릴아즈프하이드아알루로로로이이       	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	소듐코코일이세티오네이트             	
./recog/demo_korean/9th/pre\test_003.png	글리세린                     	
./recog/demo_korean/9th/pre\test_004.png	소듐                       	
./recog/demo_korean/9th/pre\test_005.png	메틸코일일타우레이트               	
./recog/demo_korean/9th/pre\test_006.png	코코-베타인                   	
./recog/demo_korean/9th/pre\test_007.png	포타슘코코일글리시네               	
./recog/demo_korean/9th/pre\test_008.png	이트                       	
./recog/demo_korean/9th/pre\test_009.png	포타슘벤조에이트                 	
./recog/demo_korean/9th/pre\test_010.png	소듐클로라이드                  	
./recog/demo_korean/9th/pre\test_011.png	폴리퀴터늄                    	
./recog/demo_korean/9th/pre\test_012.png	67포타                     	
./recog/demo_korean/9th/pre\test_013.png	시트릭애씨드                   	
./recog/demo_korean/9th/pre\test_014.png	프록도올리/사카라이드              	
./recog/demo_korean/9th/pre\test_015.png	사카라                      	
./recog/demo_korean/9th/pre\test_016.png	슘코코에이트                   	
./recog/demo_korean/9th/pre\test_017.png	이드하이드롤리세이트               	
./recog/demo_korean/9th/pre\test_018.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_019.png	풀루란                      	
./recog/demo_korean/9th/pre\test_020.png	12-헥산                    	
./recog/demo_korean/9th/pre\test_021.png	다이올                      	
./recog/demo_korean/9th/pre\test_022.png	알란토인                     	
./recog/demo_korean/9th/pre\test_023.png	판테놀                      	
./recog/demo_korean/9th/pre\test_024.png	해수                       	
./recog/demo_korean/9th/pre\test_025.png	소듐아세테이트                  	
./recog/demo_korean/9th/pre\test_026.png	부틸렌글라이                   	
./recog/demo_korean/9th/pre\test_027.png	카파릴릭/프릭트라라글라라리세드드드드      	
./recog/demo_korean/9th/pre\test_028.png	콜                        	
./recog/demo_korean/9th/pre\test_029.png	마트리카리아꽃오일                	
./recog/demo_korean/9th/pre\test_030.png	에틸헥실                     	
./recog/demo_korean/9th/pre\test_031.png	베타글루칸                    	
./recog/demo_korean/9th/pre\test_032.png	포스파티틸콜린                  	
./recog/demo_korean/9th/pre\test_033.png	하이알루-아씨드                 	
./recog/demo_korean/9th/pre\test_034.png	글리세린                     	
./recog/demo_korean/9th/pre\test_035.png	세라마이드엔피                  	
./recog/demo_korean/9th/pre\test_036.png	글라이신                     	
./recog/demo_korean/9th/pre\test_037.png	하이드롤라이즈드하이               	
./recog/demo_korean/9th/pre\test_038.png	글루타및애씨드                  	
./recog/demo_korean/9th/pre\test_039.png	세린                       	
./recog/demo_korean/9th/pre\test_040.png	소듐하이알루로네이                	
./recog/demo_korean/9th/pre\test_041.png	알루로닐애씨드                  	
./recog/demo_korean/9th/pre\test_042.png	프롤린                      	
./recog/demo_korean/9th/pre\test_043.png	트라이신                     	
./recog/demo_korean/9th/pre\test_044.png	알라닌                      	
./recog/demo_korean/9th/pre\test_045.png	알지닌                      	
./recog/demo_korean/9th/pre\test_046.png	트레오닌                     	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_007.png	소듐하이알루로네이트               	
./recog/demo_korean/9th/pre\combined_011.png	하이드록레프프하이하이이드이이이드이드      	
./recog/demo_korean/9th/pre\combined_018.png	하이하이//1이이라세코감감감          	
./recog/demo_korean/9th/pre\combined_024.png	하이드틸로리이트이트이트이트이트이트       	
./recog/demo_korean/9th/pre\combined_029.png	잔탄검트로메타민                 	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	부틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_003.png	글리세린                     	
./recog/demo_korean/9th/pre\test_004.png	다이프로필렌글라이콜               	
./recog/demo_korean/9th/pre\test_005.png	소듐하이알루로네이트로로이이이트         	
./recog/demo_korean/9th/pre\test_006.png	소듐하이알루로                  	
./recog/demo_korean/9th/pre\test_007.png	네이트                      	
./recog/demo_korean/9th/pre\test_008.png	소듐아틸틸레이티드드이이루루루이이이       	
./recog/demo_korean/9th/pre\test_009.png	하이드드레이즈카드이이알로로이이이트       	
./recog/demo_korean/9th/pre\test_010.png	하이드롤라이즈프하이알루루            	
./recog/demo_korean/9th/pre\test_011.png	애씨드/00000mi              	
./recog/demo_korean/9th/pre\test_012.png	판테놀                      	
./recog/demo_korean/9th/pre\test_013.png	트레할로오스                   	
./recog/demo_korean/9th/pre\test_014.png	알란토인                     	
./recog/demo_korean/9th/pre\test_015.png	마트리카리아꽃추출물               	
./recog/demo_korean/9th/pre\test_016.png	포트마리골드꽃추출물               	
./recog/demo_korean/9th/pre\test_017.png	인도멀구슬나무잎추출물              	
./recog/demo_korean/9th/pre\test_018.png	인도멀구슬나무꽃추출물              	
./recog/demo_korean/9th/pre\test_019.png	아이비고드일매추출물               	
./recog/demo_korean/9th/pre\test_020.png	가지열매추출물                  	
./recog/demo_korean/9th/pre\test_021.png	홀리바질잎추출물                 	
./recog/demo_korean/9th/pre\test_022.png	울금뿌리추출물                  	
./recog/demo_korean/9th/pre\test_023.png	참산호말추출물                  	
./recog/demo_korean/9th/pre\test_024.png	톨시틸코트트이트트글이트이이이트이트       	
./recog/demo_korean/9th/pre\test_025.png	피브이틸엘메아코폴리머              	
./recog/demo_korean/9th/pre\test_026.png	사카라이드아이소에레이트             	
./recog/demo_korean/9th/pre\test_027.png	카보머                      	
./recog/demo_korean/9th/pre\test_028.png	잔탄검                      	
./recog/demo_korean/9th/pre\test_029.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_030.png	펜틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_031.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_032.png	하이드록시아세토페논               	
./recog/demo_korean/9th/pre\test_033.png	쇠비름추출물                   	
./recog/demo_korean/9th/pre\test_034.png	말라카이트추출물                 	
./recog/demo_korean/9th/pre\test_035.png	에틸헥실글리세린                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_012.png	이메티콘페닐트라                 	
./recog/demo_korean/9th/pre\combined_014.png	폴리아크릴레이트-3               	
./recog/demo_korean/9th/pre\combined_019.png	이리리릴/피/드트이이아이아이드스드       	
./recog/demo_korean/9th/pre\combined_021.png	비이드이이트로이트라라이트이이트이트       	
./recog/demo_korean/9th/pre\combined_029.png	틸렌글라이콜12책                	
./recog/demo_korean/9th/pre\combined_031.png	부산다이올                    	
./recog/demo_korean/9th/pre\combined_039.png	티에이트라이소듐이디               	
./recog/demo_korean/9th/pre\combined_041.png	향롤                       	
./recog/demo_korean/9th/pre\combined_054.png	시트로넬이z                   	
./recog/demo_korean/9th/pre\test_001.png	이메티콘                     	
./recog/demo_korean/9th/pre\test_002.png	정제수                      	
./recog/demo_korean/9th/pre\test_003.png	변성알코올                    	
./recog/demo_korean/9th/pre\test_004.png	-                        	
./recog/demo_korean/9th/pre\test_005.png	사이클로펜타실록시인인              	
./recog/demo_korean/9th/pre\test_006.png	i                        	
./recog/demo_korean/9th/pre\test_007.png	ma                       	
./recog/demo_korean/9th/pre\test_008.png	스테아릴다이메티콘                	
./recog/demo_korean/9th/pre\test_009.png	다이메티콘                    	
./recog/demo_korean/9th/pre\test_010.png	프로필렌글라이콜                 	
./recog/demo_korean/9th/pre\test_011.png	글리세린                     	
./recog/demo_korean/9th/pre\test_012.png	페닐트라                     	
./recog/demo_korean/9th/pre\test_013.png	폴리아                      	
./recog/demo_korean/9th/pre\test_014.png	크릴레이트-13                 	
./recog/demo_korean/9th/pre\test_015.png	폴리머                      	
./recog/demo_korean/9th/pre\test_016.png	폴리슬베이트60                 	
./recog/demo_korean/9th/pre\test_017.png	피브이피                     	
./recog/demo_korean/9th/pre\test_018.png	폴리아이소부틴                  	
./recog/demo_korean/9th/pre\test_019.png	네이피드드드트/아이드시아이알          	
./recog/demo_korean/9th/pre\test_020.png	브이피브이하이코폴리에              	
./recog/demo_korean/9th/pre\test_021.png	아크릴레이티스테아레               	
./recog/demo_korean/9th/pre\test_022.png	틸렌글라이콜                   	
./recog/demo_korean/9th/pre\test_023.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_024.png	스-                       	
./recog/demo_korean/9th/pre\test_025.png	(이이티코네이트코폴리머             	
./recog/demo_korean/9th/pre\test_026.png	카프릴릴글라이콜                 	
./recog/demo_korean/9th/pre\test_027.png	폴리슬베이트20                 	
./recog/demo_korean/9th/pre\test_028.png	페녹시에탄올                   	
./recog/demo_korean/9th/pre\test_029.png	12-헥                     	
./recog/demo_korean/9th/pre\test_030.png	부                        	
./recog/demo_korean/9th/pre\test_031.png	산다이올                     	
./recog/demo_korean/9th/pre\test_032.png	티에이                      	
./recog/demo_korean/9th/pre\test_033.png	한전초추출물                   	
./recog/demo_korean/9th/pre\test_034.png	슬비탄아이소스테아레이트             	
./recog/demo_korean/9th/pre\test_035.png	페닐프로판올                   	
./recog/demo_korean/9th/pre\test_036.png	토코페롤                     	
./recog/demo_korean/9th/pre\test_037.png	프로판다이올                   	
./recog/demo_korean/9th/pre\test_038.png	스타아니스추출물                 	
./recog/demo_korean/9th/pre\test_039.png	트라이소듐이디                  	
./recog/demo_korean/9th/pre\test_040.png	향                        	
./recog/demo_korean/9th/pre\test_041.png	halet                    	
./recog/demo_korean/9th/pre\test_042.png	리날롤                      	
./recog/demo_korean/9th/pre\test_043.png	시트릴                      	
./recog/demo_korean/9th/pre\test_044.png	리모년                      	
./recog/demo_korean/9th/pre\test_045.png	헥실신남알                    	
./recog/demo_korean/9th/pre\test_046.png	벤질벤조에이트                  	
./recog/demo_korean/9th/pre\test_047.png	용량                       	
./recog/demo_korean/9th/pre\test_048.png	제라니올                     	
./recog/demo_korean/9th/pre\test_049.png	150                      	
./recog/demo_korean/9th/pre\test_050.png	ml                       	
./recog/demo_korean/9th/pre\test_051.png	/                        	
./recog/demo_korean/9th/pre\test_052.png	시트로넬                     	
./recog/demo_korean/9th/pre\test_053.png	501l                     	
./recog/demo_korean/9th/pre\test_054.png	o2                       	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	6리이)트0100000킬아아리리리리리리리리리리	
./recog/demo_korean/9th/pre\combined_011.png	에틸헥실글리세린                 	
./recog/demo_korean/9th/pre\combined_016.png	하이드하이프리트라라이이이드아아         	
./recog/demo_korean/9th/pre\combined_022.png	리리아드우4/이늄리리리라리이트이트       	
./recog/demo_korean/9th/pre\combined_027.png	아리리레이트하드트이이라리이트리트리리리머머   	
./recog/demo_korean/9th/pre\combined_031.png	류신소듐클로라이드                	
./recog/demo_korean/9th/pre\combined_037.png	아그니슘글로코네이트티이트            	
./recog/demo_korean/9th/pre\combined_045.png	콜레스테롤                    	
./recog/demo_korean/9th/pre\test_000.png	정제수                      	
./recog/demo_korean/9th/pre\test_001.png	부틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_002.png	글리세린                     	
./recog/demo_korean/9th/pre\test_003.png	스쿠알란                     	
./recog/demo_korean/9th/pre\test_004.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_005.png	아크릴레이트/c10-              	
./recog/demo_korean/9th/pre\test_006.png	하이틸릴크릴레이트로이스이이이이         	
./recog/demo_korean/9th/pre\test_007.png	카보머                      	
./recog/demo_korean/9th/pre\test_008.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_009.png	글리세릴카프릴레이트               	
./recog/demo_korean/9th/pre\test_010.png	에                        	
./recog/demo_korean/9th/pre\test_011.png	틸헥실글리세린                  	
./recog/demo_korean/9th/pre\test_012.png	다이소듐이디티에이                	
./recog/demo_korean/9th/pre\test_013.png	씻토검                      	
./recog/demo_korean/9th/pre\test_014.png	스테아릭애씨드                  	
./recog/demo_korean/9th/pre\test_015.png	하이드록시프로필                 	
./recog/demo_korean/9th/pre\test_016.png	비스필미티아이드일아에이             	
./recog/demo_korean/9th/pre\test_017.png	만니톨                      	
./recog/demo_korean/9th/pre\test_018.png	피씨에이                     	
./recog/demo_korean/9th/pre\test_019.png	락틱애씨드                    	
./recog/demo_korean/9th/pre\test_020.png	글루코오스                    	
./recog/demo_korean/9th/pre\test_021.png	글라이신                     	
./recog/demo_korean/9th/pre\test_022.png	우레아소듐글라이로u스하이트           	
./recog/demo_korean/9th/pre\test_023.png	세린                       	
./recog/demo_korean/9th/pre\test_024.png	글루타및애씨드                  	
./recog/demo_korean/9th/pre\test_025.png	토코페롤                     	
./recog/demo_korean/9th/pre\test_026.png	아크릴레이트사암                 	
./recog/demo_korean/9th/pre\test_027.png	모늄메티크릴레이트코폴리세            	
./recog/demo_korean/9th/pre\test_028.png	포타슘미그네슘이스프테이트            	
./recog/demo_korean/9th/pre\test_029.png	아스파틱애씨드                  	
./recog/demo_korean/9th/pre\test_030.png	류신                       	
./recog/demo_korean/9th/pre\test_031.png	소듐클로라이드                  	
./recog/demo_korean/9th/pre\test_032.png	알라닌                      	
./recog/demo_korean/9th/pre\test_033.png	라이신                      	
./recog/demo_korean/9th/pre\test_034.png	알지닌                      	
./recog/demo_korean/9th/pre\test_035.png	칼슘글루코네이트                 	
./recog/demo_korean/9th/pre\test_036.png	마그네슘글루코네이트               	
./recog/demo_korean/9th/pre\test_037.png	타이로신                     	
./recog/demo_korean/9th/pre\test_038.png	페닐알라닌                    	
./recog/demo_korean/9th/pre\test_039.png	프롤린                      	
./recog/demo_korean/9th/pre\test_040.png	트레오닌                     	
./recog/demo_korean/9th/pre\test_041.png	발린                       	
./recog/demo_korean/9th/pre\test_042.png	아이소류신                    	
./recog/demo_korean/9th/pre\test_043.png	시트릭애씨드                   	
./recog/demo_korean/9th/pre\test_044.png	콜레스테                     	
./recog/demo_korean/9th/pre\test_045.png	롤                        	
./recog/demo_korean/9th/pre\test_046.png	히스티된                     	
./recog/demo_korean/9th/pre\test_047.png	실리카                      	
./recog/demo_korean/9th/pre\test_048.png	아세틸글루코사민                 	
./recog/demo_korean/9th/pre\test_049.png	크레아틴                     	
./recog/demo_korean/9th/pre\test_050.png	우릭애씨드                    	
./recog/demo_korean/9th/pre\test_051.png	시스테인                     	
./recog/demo_korean/9th/pre\test_052.png	메티오닌                     	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_007.png	소듐하이알루로네이트               	
./recog/demo_korean/9th/pre\combined_011.png	하이드록레프프하이하이이드이이이드이드      	
./recog/demo_korean/9th/pre\combined_018.png	하이하이//1이이라세코감감감          	
./recog/demo_korean/9th/pre\combined_024.png	하이드틸로리이트이트이트이트이트이트       	
./recog/demo_korean/9th/pre\combined_029.png	잔탄검트로메타민                 	
./recog/demo_korean/9th/pre\test_001.png	정제수                      	
./recog/demo_korean/9th/pre\test_002.png	부틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_003.png	글리세린                     	
./recog/demo_korean/9th/pre\test_004.png	다이프로필렌글라이콜               	
./recog/demo_korean/9th/pre\test_005.png	소듐하이알루로네이트로로이이이트         	
./recog/demo_korean/9th/pre\test_006.png	소듐하이알루로                  	
./recog/demo_korean/9th/pre\test_007.png	네이트                      	
./recog/demo_korean/9th/pre\test_008.png	소듐아틸틸레이티드드이이루루루이이이       	
./recog/demo_korean/9th/pre\test_009.png	하이드드레이즈카드이이알로로이이이트       	
./recog/demo_korean/9th/pre\test_010.png	하이드롤라이즈프하이알루루            	
./recog/demo_korean/9th/pre\test_011.png	애씨드/00000mi              	
./recog/demo_korean/9th/pre\test_012.png	판테놀                      	
./recog/demo_korean/9th/pre\test_013.png	트레할로오스                   	
./recog/demo_korean/9th/pre\test_014.png	알란토인                     	
./recog/demo_korean/9th/pre\test_015.png	마트리카리아꽃추출물               	
./recog/demo_korean/9th/pre\test_016.png	포트마리골드꽃추출물               	
./recog/demo_korean/9th/pre\test_017.png	인도멀구슬나무잎추출물              	
./recog/demo_korean/9th/pre\test_018.png	인도멀구슬나무꽃추출물              	
./recog/demo_korean/9th/pre\test_019.png	아이비고드일매추출물               	
./recog/demo_korean/9th/pre\test_020.png	가지열매추출물                  	
./recog/demo_korean/9th/pre\test_021.png	홀리바질잎추출물                 	
./recog/demo_korean/9th/pre\test_022.png	울금뿌리추출물                  	
./recog/demo_korean/9th/pre\test_023.png	참산호말추출물                  	
./recog/demo_korean/9th/pre\test_024.png	톨시틸코트트이트트글이트이이이트이트       	
./recog/demo_korean/9th/pre\test_025.png	피브이틸엘메아코폴리머              	
./recog/demo_korean/9th/pre\test_026.png	사카라이드아이소에레이트             	
./recog/demo_korean/9th/pre\test_027.png	카보머                      	
./recog/demo_korean/9th/pre\test_028.png	잔탄검                      	
./recog/demo_korean/9th/pre\test_029.png	트로메타민                    	
./recog/demo_korean/9th/pre\test_030.png	펜틸렌글라이콜                  	
./recog/demo_korean/9th/pre\test_031.png	12-헥산다이올                 	
./recog/demo_korean/9th/pre\test_032.png	하이드록시아세토페논               	
./recog/demo_korean/9th/pre\test_033.png	쇠비름추출물                   	
./recog/demo_korean/9th/pre\test_034.png	말라카이트추출물                 	
./recog/demo_korean/9th/pre\test_035.png	에틸헥실글리세린                 	
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./recog/demo_korean/9th/pre\combined_006.png	페트롤라듐피이자                 	
./recog/demo_korean/9th/pre\combined_007.png	소듐하이알루로네이트               	
./recog/demo_korean/9th/pre\combined_008.png	다이세타루하스테아레이트             	
./recog/demo_korean/9th/pre\combined_011.png	하이드록레프프하이하이이드이이이드이드      	
./recog/demo_korean/9th/pre\combined_015.png	알도나이크크릴로필하이이이아이트이트       	
./recog/demo_korean/9th/pre\combined_018.png	하이하이//1이이라세코감감감          	
